"Submission Date","What is your MBTI type?","Write an uppercase A.","Write a lowercase a.","Write an uppercase D.","Write a lowercase d.","Write a lowercase e.","Write an uppercase G.","Write a lowercase g.","Write a lowercase m.","Write a lowercase s.","Write a lowercase t.","Thank you for your assistance! Leave any comments below."
"2021/01/18 10:27:03",ENFJ,https://www.jotform.com/uploads/nathanianah/210168709933056/4867928216715386803/4867928216715386803_base64_6.png,https://www.jotform.com/uploads/nathanianah/210168709933056/4867928216715386803/4867928216715386803_base64_13.png,https://www.jotform.com/uploads/nathanianah/210168709933056/4867928216715386803/4867928216715386803_base64_14.png,https://www.jotform.com/uploads/nathanianah/210168709933056/4867928216715386803/4867928216715386803_base64_19.png,https://www.jotform.com/uploads/nathanianah/210168709933056/4867928216715386803/4867928216715386803_base64_23.png,https://www.jotform.com/uploads/nathanianah/210168709933056/4867928216715386803/4867928216715386803_base64_15.png,https://www.jotform.com/uploads/nathanianah/210168709933056/4867928216715386803/4867928216715386803_base64_20.png,https://www.jotform.com/uploads/nathanianah/210168709933056/4867928216715386803/4867928216715386803_base64_16.png,https://www.jotform.com/uploads/nathanianah/210168709933056/4867928216715386803/4867928216715386803_base64_21.png,https://www.jotform.com/uploads/nathanianah/210168709933056/4867928216715386803/4867928216715386803_base64_22.png,"Tell Nat to send manga over from Japan please."
"2021/01/18 10:23:42",ISFP,https://www.jotform.com/uploads/nathanianah/210168709933056/4867926200325817452/4867926200325817452_base64_6.png,https://www.jotform.com/uploads/nathanianah/210168709933056/4867926200325817452/4867926200325817452_base64_13.png,https://www.jotform.com/uploads/nathanianah/210168709933056/4867926200325817452/4867926200325817452_base64_14.png,https://www.jotform.com/uploads/nathanianah/210168709933056/4867926200325817452/4867926200325817452_base64_19.png,https://www.jotform.com/uploads/nathanianah/210168709933056/4867926200325817452/4867926200325817452_base64_23.png,https://www.jotform.com/uploads/nathanianah/210168709933056/4867926200325817452/4867926200325817452_base64_15.png,https://www.jotform.com/uploads/nathanianah/210168709933056/4867926200325817452/4867926200325817452_base64_20.png,https://www.jotform.com/uploads/nathanianah/210168709933056/4867926200325817452/4867926200325817452_base64_16.png,https://www.jotform.com/uploads/nathanianah/210168709933056/4867926200325817452/4867926200325817452_base64_21.png,https://www.jotform.com/uploads/nathanianah/210168709933056/4867926200325817452/4867926200325817452_base64_22.png,
"2021/01/18 10:07:39",INTJ,https://www.jotform.com/uploads/nathanianah/210168709933056/4867916572529948387/4867916572529948387_base64_6.png,https://www.jotform.com/uploads/nathanianah/210168709933056/4867916572529948387/4867916572529948387_base64_13.png,https://www.jotform.com/uploads/nathanianah/210168709933056/4867916572529948387/4867916572529948387_base64_14.png,https://www.jotform.com/uploads/nathanianah/210168709933056/4867916572529948387/4867916572529948387_base64_19.png,https://www.jotform.com/uploads/nathanianah/210168709933056/4867916572529948387/4867916572529948387_base64_23.png,https://www.jotform.com/uploads/nathanianah/210168709933056/4867916572529948387/4867916572529948387_base64_15.png,https://www.jotform.com/uploads/nathanianah/210168709933056/4867916572529948387/4867916572529948387_base64_20.png,https://www.jotform.com/uploads/nathanianah/210168709933056/4867916572529948387/4867916572529948387_base64_16.png,https://www.jotform.com/uploads/nathanianah/210168709933056/4867916572529948387/4867916572529948387_base64_21.png,https://www.jotform.com/uploads/nathanianah/210168709933056/4867916572529948387/4867916572529948387_base64_22.png,
"2021/01/18 10:05:22",INFP,https://www.jotform.com/uploads/nathanianah/210168709933056/4867915208202407286/4867915208202407286_base64_6.png,https://www.jotform.com/uploads/nathanianah/210168709933056/4867915208202407286/4867915208202407286_base64_13.png,https://www.jotform.com/uploads/nathanianah/210168709933056/4867915208202407286/4867915208202407286_base64_14.png,https://www.jotform.com/uploads/nathanianah/210168709933056/4867915208202407286/4867915208202407286_base64_19.png,https://www.jotform.com/uploads/nathanianah/210168709933056/4867915208202407286/4867915208202407286_base64_23.png,https://www.jotform.com/uploads/nathanianah/210168709933056/4867915208202407286/4867915208202407286_base64_15.png,https://www.jotform.com/uploads/nathanianah/210168709933056/4867915208202407286/4867915208202407286_base64_20.png,https://www.jotform.com/uploads/nathanianah/210168709933056/4867915208202407286/4867915208202407286_base64_16.png,https://www.jotform.com/uploads/nathanianah/210168709933056/4867915208202407286/4867915208202407286_base64_21.png,https://www.jotform.com/uploads/nathanianah/210168709933056/4867915208202407286/4867915208202407286_base64_22.png,
"2021/01/18 10:04:47",ESFJ,https://www.jotform.com/uploads/nathanianah/210168709933056/4867914859116663270/4867914859116663270_base64_6.png,https://www.jotform.com/uploads/nathanianah/210168709933056/4867914859116663270/4867914859116663270_base64_13.png,https://www.jotform.com/uploads/nathanianah/210168709933056/4867914859116663270/4867914859116663270_base64_14.png,https://www.jotform.com/uploads/nathanianah/210168709933056/4867914859116663270/4867914859116663270_base64_19.png,https://www.jotform.com/uploads/nathanianah/210168709933056/4867914859116663270/4867914859116663270_base64_23.png,https://www.jotform.com/uploads/nathanianah/210168709933056/4867914859116663270/4867914859116663270_base64_15.png,https://www.jotform.com/uploads/nathanianah/210168709933056/4867914859116663270/4867914859116663270_base64_20.png,https://www.jotform.com/uploads/nathanianah/210168709933056/4867914859116663270/4867914859116663270_base64_16.png,https://www.jotform.com/uploads/nathanianah/210168709933056/4867914859116663270/4867914859116663270_base64_21.png,https://www.jotform.com/uploads/nathanianah/210168709933056/4867914859116663270/4867914859116663270_base64_22.png,
"2021/01/18 01:29:37",INTJ,https://www.jotform.com/uploads/nathanianah/210168709933056/4867605765894790475/4867605765894790475_base64_6.png,https://www.jotform.com/uploads/nathanianah/210168709933056/4867605765894790475/4867605765894790475_base64_13.png,https://www.jotform.com/uploads/nathanianah/210168709933056/4867605765894790475/4867605765894790475_base64_14.png,https://www.jotform.com/uploads/nathanianah/210168709933056/4867605765894790475/4867605765894790475_base64_19.png,https://www.jotform.com/uploads/nathanianah/210168709933056/4867605765894790475/4867605765894790475_base64_23.png,https://www.jotform.com/uploads/nathanianah/210168709933056/4867605765894790475/4867605765894790475_base64_15.png,https://www.jotform.com/uploads/nathanianah/210168709933056/4867605765894790475/4867605765894790475_base64_20.png,https://www.jotform.com/uploads/nathanianah/210168709933056/4867605765894790475/4867605765894790475_base64_16.png,https://www.jotform.com/uploads/nathanianah/210168709933056/4867605765894790475/4867605765894790475_base64_21.png,https://www.jotform.com/uploads/nathanianah/210168709933056/4867605765894790475/4867605765894790475_base64_22.png,
"2021/01/18 00:38:52",INFJ,https://www.jotform.com/uploads/nathanianah/210168709933056/4867575308204152192/4867575308204152192_base64_6.png,https://www.jotform.com/uploads/nathanianah/210168709933056/4867575308204152192/4867575308204152192_base64_13.png,https://www.jotform.com/uploads/nathanianah/210168709933056/4867575308204152192/4867575308204152192_base64_14.png,https://www.jotform.com/uploads/nathanianah/210168709933056/4867575308204152192/4867575308204152192_base64_19.png,https://www.jotform.com/uploads/nathanianah/210168709933056/4867575308204152192/4867575308204152192_base64_23.png,https://www.jotform.com/uploads/nathanianah/210168709933056/4867575308204152192/4867575308204152192_base64_15.png,https://www.jotform.com/uploads/nathanianah/210168709933056/4867575308204152192/4867575308204152192_base64_20.png,https://www.jotform.com/uploads/nathanianah/210168709933056/4867575308204152192/4867575308204152192_base64_16.png,https://www.jotform.com/uploads/nathanianah/210168709933056/4867575308204152192/4867575308204152192_base64_21.png,https://www.jotform.com/uploads/nathanianah/210168709933056/4867575308204152192/4867575308204152192_base64_22.png,
"2021/01/18 00:05:31",INTP,https://www.jotform.com/uploads/nathanianah/210168709933056/4867555300023727801/4867555300023727801_base64_6.png,https://www.jotform.com/uploads/nathanianah/210168709933056/4867555300023727801/4867555300023727801_base64_13.png,https://www.jotform.com/uploads/nathanianah/210168709933056/4867555300023727801/4867555300023727801_base64_14.png,https://www.jotform.com/uploads/nathanianah/210168709933056/4867555300023727801/4867555300023727801_base64_19.png,https://www.jotform.com/uploads/nathanianah/210168709933056/4867555300023727801/4867555300023727801_base64_23.png,https://www.jotform.com/uploads/nathanianah/210168709933056/4867555300023727801/4867555300023727801_base64_15.png,https://www.jotform.com/uploads/nathanianah/210168709933056/4867555300023727801/4867555300023727801_base64_20.png,https://www.jotform.com/uploads/nathanianah/210168709933056/4867555300023727801/4867555300023727801_base64_16.png,https://www.jotform.com/uploads/nathanianah/210168709933056/4867555300023727801/4867555300023727801_base64_21.png,https://www.jotform.com/uploads/nathanianah/210168709933056/4867555300023727801/4867555300023727801_base64_22.png,"Please don’t steal my identity"
"2021/01/17 23:50:27",ISTP,https://www.jotform.com/uploads/nathanianah/210168709933056/4867546250118425943/4867546250118425943_base64_6.png,https://www.jotform.com/uploads/nathanianah/210168709933056/4867546250118425943/4867546250118425943_base64_13.png,https://www.jotform.com/uploads/nathanianah/210168709933056/4867546250118425943/4867546250118425943_base64_14.png,https://www.jotform.com/uploads/nathanianah/210168709933056/4867546250118425943/4867546250118425943_base64_19.png,https://www.jotform.com/uploads/nathanianah/210168709933056/4867546250118425943/4867546250118425943_base64_23.png,https://www.jotform.com/uploads/nathanianah/210168709933056/4867546250118425943/4867546250118425943_base64_15.png,https://www.jotform.com/uploads/nathanianah/210168709933056/4867546250118425943/4867546250118425943_base64_20.png,https://www.jotform.com/uploads/nathanianah/210168709933056/4867546250118425943/4867546250118425943_base64_16.png,https://www.jotform.com/uploads/nathanianah/210168709933056/4867546250118425943/4867546250118425943_base64_21.png,https://www.jotform.com/uploads/nathanianah/210168709933056/4867546250118425943/4867546250118425943_base64_22.png,N/A
"2021/01/17 23:49:35",INFP,https://www.jotform.com/uploads/nathanianah/210168709933056/4867545741026426858/4867545741026426858_base64_6.png,https://www.jotform.com/uploads/nathanianah/210168709933056/4867545741026426858/4867545741026426858_base64_13.png,https://www.jotform.com/uploads/nathanianah/210168709933056/4867545741026426858/4867545741026426858_base64_14.png,https://www.jotform.com/uploads/nathanianah/210168709933056/4867545741026426858/4867545741026426858_base64_19.png,https://www.jotform.com/uploads/nathanianah/210168709933056/4867545741026426858/4867545741026426858_base64_23.png,https://www.jotform.com/uploads/nathanianah/210168709933056/4867545741026426858/4867545741026426858_base64_15.png,https://www.jotform.com/uploads/nathanianah/210168709933056/4867545741026426858/4867545741026426858_base64_20.png,https://www.jotform.com/uploads/nathanianah/210168709933056/4867545741026426858/4867545741026426858_base64_16.png,https://www.jotform.com/uploads/nathanianah/210168709933056/4867545741026426858/4867545741026426858_base64_21.png,https://www.jotform.com/uploads/nathanianah/210168709933056/4867545741026426858/4867545741026426858_base64_22.png,
"2021/01/17 23:40:03",ISFJ,https://www.jotform.com/uploads/nathanianah/210168709933056/4867540021423729424/4867540021423729424_base64_6.png,https://www.jotform.com/uploads/nathanianah/210168709933056/4867540021423729424/4867540021423729424_base64_13.png,https://www.jotform.com/uploads/nathanianah/210168709933056/4867540021423729424/4867540021423729424_base64_14.png,https://www.jotform.com/uploads/nathanianah/210168709933056/4867540021423729424/4867540021423729424_base64_19.png,https://www.jotform.com/uploads/nathanianah/210168709933056/4867540021423729424/4867540021423729424_base64_23.png,https://www.jotform.com/uploads/nathanianah/210168709933056/4867540021423729424/4867540021423729424_base64_15.png,https://www.jotform.com/uploads/nathanianah/210168709933056/4867540021423729424/4867540021423729424_base64_20.png,https://www.jotform.com/uploads/nathanianah/210168709933056/4867540021423729424/4867540021423729424_base64_16.png,https://www.jotform.com/uploads/nathanianah/210168709933056/4867540021423729424/4867540021423729424_base64_21.png,https://www.jotform.com/uploads/nathanianah/210168709933056/4867540021423729424/4867540021423729424_base64_22.png,
"2021/01/17 23:36:32",INFJ,https://www.jotform.com/uploads/nathanianah/210168709933056/4867537915914892793/4867537915914892793_base64_6.png,https://www.jotform.com/uploads/nathanianah/210168709933056/4867537915914892793/4867537915914892793_base64_13.png,https://www.jotform.com/uploads/nathanianah/210168709933056/4867537915914892793/4867537915914892793_base64_14.png,https://www.jotform.com/uploads/nathanianah/210168709933056/4867537915914892793/4867537915914892793_base64_19.png,https://www.jotform.com/uploads/nathanianah/210168709933056/4867537915914892793/4867537915914892793_base64_23.png,https://www.jotform.com/uploads/nathanianah/210168709933056/4867537915914892793/4867537915914892793_base64_15.png,https://www.jotform.com/uploads/nathanianah/210168709933056/4867537915914892793/4867537915914892793_base64_20.png,https://www.jotform.com/uploads/nathanianah/210168709933056/4867537915914892793/4867537915914892793_base64_16.png,https://www.jotform.com/uploads/nathanianah/210168709933056/4867537915914892793/4867537915914892793_base64_21.png,https://www.jotform.com/uploads/nathanianah/210168709933056/4867537915914892793/4867537915914892793_base64_22.png,
"2021/01/17 23:25:22",ENFP,https://www.jotform.com/uploads/nathanianah/210168709933056/4867531218447704750/4867531218447704750_base64_6.png,https://www.jotform.com/uploads/nathanianah/210168709933056/4867531218447704750/4867531218447704750_base64_13.png,https://www.jotform.com/uploads/nathanianah/210168709933056/4867531218447704750/4867531218447704750_base64_14.png,https://www.jotform.com/uploads/nathanianah/210168709933056/4867531218447704750/4867531218447704750_base64_19.png,https://www.jotform.com/uploads/nathanianah/210168709933056/4867531218447704750/4867531218447704750_base64_23.png,https://www.jotform.com/uploads/nathanianah/210168709933056/4867531218447704750/4867531218447704750_base64_15.png,https://www.jotform.com/uploads/nathanianah/210168709933056/4867531218447704750/4867531218447704750_base64_20.png,https://www.jotform.com/uploads/nathanianah/210168709933056/4867531218447704750/4867531218447704750_base64_16.png,https://www.jotform.com/uploads/nathanianah/210168709933056/4867531218447704750/4867531218447704750_base64_21.png,https://www.jotform.com/uploads/nathanianah/210168709933056/4867531218447704750/4867531218447704750_base64_22.png,
"2021/01/17 23:18:45",ISTP,https://www.jotform.com/uploads/nathanianah/210168709933056/4867527241247671802/4867527241247671802_base64_6.png,https://www.jotform.com/uploads/nathanianah/210168709933056/4867527241247671802/4867527241247671802_base64_13.png,https://www.jotform.com/uploads/nathanianah/210168709933056/4867527241247671802/4867527241247671802_base64_14.png,https://www.jotform.com/uploads/nathanianah/210168709933056/4867527241247671802/4867527241247671802_base64_19.png,https://www.jotform.com/uploads/nathanianah/210168709933056/4867527241247671802/4867527241247671802_base64_23.png,https://www.jotform.com/uploads/nathanianah/210168709933056/4867527241247671802/4867527241247671802_base64_15.png,https://www.jotform.com/uploads/nathanianah/210168709933056/4867527241247671802/4867527241247671802_base64_20.png,https://www.jotform.com/uploads/nathanianah/210168709933056/4867527241247671802/4867527241247671802_base64_16.png,https://www.jotform.com/uploads/nathanianah/210168709933056/4867527241247671802/4867527241247671802_base64_21.png,https://www.jotform.com/uploads/nathanianah/210168709933056/4867527241247671802/4867527241247671802_base64_22.png,
